TITLE,COMPANY,Salary,Race,Gender,YEARS_EXPERIENCE,Location_clean,JOB_DUTIES
Reporter-Producer,G_O_Media,47500,white,female,3,"Washington, DC","Outline, script, produce day-of news segments on tight deadlines. Edit and cut news summary VO/SOTs, script shorter news summary scripts. Create infographics."
Reporter/Editor,nebraska daily,54000,poc,female,2.5,New York,"write, report, edit, research, take photos, post on social media, manage and moderate comments and user-generated posts, curate newsletters, manage homepages, other editorial duties as needed"
Reporter/newsletter writer,Politico,57000,white,noanswer,3,"Washington, DC","reporting, producing daily newsletter"
Reporting Fellow,Reed Business Information (B2B publication),39000,poc,female,4.5,Chicago,"Reporting, including data (Fellowships typically last 1 year)"
Research Editor,NONE SPECIFIED,70000,white,female,"1.5 years at Wirecutter, 6 years research / writing / fact-checking",New York,"Aid in research projects, assist writers and editors, give workshops, report, edit, manage fact checker, fact check"
Researcher,NONE SPECIFIED,65000,white,female,5,Los Angeles,"Researching stories, copy editing, posting"
Researcher / Editor,NONE SPECIFIED,86500,latina,female,5,New York,"Two primary clients with stable contracts as full time freelancer. For one research and writing. For the other, editing, social media, writing."
Revenue Operations,NONE SPECIFIED,100000,white,female,5,New York,Building revenue systems / managing a team
Reviews Editor,Vox.com,43000,white,male,7,New York,Ran three different subject categories; Managed ~50 freelance writers; Wrote special features and produced interviews
Sales Assistant,CBC,38800,white,noanswer,1,New York,"Supporting sales reps through data entry/analysis, submitting orders, booking digital ads, etc"
Section editor,CondeNast,63000,white,female,4.5,New York,"Daily news, editing and writing, managing freelancers"
Section Editor,NONE SPECIFIED,110000,white,female,7,New York,"manage 7-person digital team; edit, write, report"
Section Editor,NONE SPECIFIED,90000,hispanic,female,18,New York,"Managing a whole vertical, plus social media/engagement. Also took care of editorial budget"
Section Editor,Jewish Media Company,56000,noanswer,female,4,New York,Section Editor
Section editor,NONE SPECIFIED,100000,white,female,,New York,
Section/Department Editor (ret),WallStreetJournal,236000,white,male,40,New York,"Oversee all section news and staff, liason with other departments"
Senior Associate News Editor,NONE SPECIFIED,66000,white,male,5,New York,"Write daily news, celebrity interviews and profiles"
Senior audience engagement manager,NONE SPECIFIED,90000,hispanic,female,6,San Francisco,Mobile audience engagement and development
Senior Beauty Editor,NONE SPECIFIED,75000,white,female,5,New York,
Senior Correspondent,NONE SPECIFIED,113300,white,male,7 yrs,"Washington, DC","just writing, mostly politics; longform and shorter week-to-week posts"
Senior Correspondent,NONE SPECIFIED,101000,hispanic,male,7,"Washington, DC",A lot of writing.
Senior Culture Writer,Non-profit national radio show/podcast,50000,white,female,2,New York,"Writing reported features for the magazine as a senior writer, writing 4 news posts a day as a staff writer"
Senior Digital Designer,NONE SPECIFIED,85000,hispanic,male,6,Los Angeles,"Designer for digital shows verticals, social and editorial"
"Senior director, content",NONE SPECIFIED,165000,noanswer,male,30,New York,run branded content studio
Senior editor,(Broadcast media),52000,white,female,6,Boston,
Senior Editor,NONE SPECIFIED,92000,white,male,9,Los Angeles,writing and editing stories from blogs to features
Senior Editor,NONE SPECIFIED,92000,white,female,8,Los Angeles,
Senior Editor,NONE SPECIFIED,85000,white,female,10,Los Angeles,"brainstorm, write, and edit nationally distributed B2B and B2C content across print/digital, including emails, website copy, mailers, billboards, etc."
Senior editor,NONE SPECIFIED,82500,white,male,4,New York,"Assign/edit special projects, write/edit/post articles, lead ideation for special projects and sales initiatives; managed 2 f/t staff"
Senior Editor,NONE SPECIFIED,93000,white,female,12,New York,"assigning and editing the work of freelancers and staff writers, occasional reporting"
Senior Editor,NONE SPECIFIED,70000,white,female,4,New York,"Editing news and features, managing a small team, some writing"
Senior Editor,NONE SPECIFIED,130000,white,female,25,New York,"Editorial calendar, research, editing, writing, social media, public engagements"
Senior Editor,NONE SPECIFIED,85000,hispanic,female,7.5,New York,"Manage team, edit all stories, coordinate with sales"
Senior editor,NONE SPECIFIED,70000,white,female,9,New York,Print and digital
Senior Editor,NONE SPECIFIED,82500,white,female,6,New York,
Senior Editor,NONE SPECIFIED,105000,white,female,10,New York,
Senior Editor,BloombergNews,210000,white,male,25,New York,
Senior Editor,NONE SPECIFIED,90000,white,female,5,New York,"Editing, assigning, managing full-time and freelance writers"
Senior Editor,NONE SPECIFIED,75000,asian,female,3,New York,pitching and editing design and architecture stories from staff and freelancers for a monthly print magazine; reporting and writing for the print magazine and website; attending industry events; representing the magazine at its event series (panels etc.)
Senior Editor,NONE SPECIFIED,75712,white,female,6,New York,Data & Analytics for Audience Development
Senior Editor,Refinery29,61000,poc,female,6,New York,
Senior editor,NONE SPECIFIED,95000,noanswer,noanswer,2,New York,Managing all online content. content strategy
Senior Editor,NONE SPECIFIED,86000,hispanic,na,15,New York,"Writing features, news, reviews
Assembling buying guides
Scripting and appearing in videos"
Senior Editor,NONE SPECIFIED,65000,mixed,female,10,New York,
Senior Editor,Penske Media (HollywoodLife),65000,white,female,5,New York,"- Writing 8-10 stories/day, pitching, assigning, reporting, every holiday, awards show, tv event, including recaps/reactions. 
- Being on call 24/7/365 for news coverage despite PM/LA and weekend teams.
- Working a 6-8 hour awards show was rewarded with approximately 2.5 hours towards a “comp day”"
Senior Editor,NONE SPECIFIED,125000,white,female,10,New York,Assign and edit articles
Senior Editor,NONE SPECIFIED,77000,white,female,8,New York,"assign and edit news and features (4-8 stories per day), write 2-4 features per month, run editorial packages, manage staff writers, attend relevant industry events, and much, much more"
Senior Editor,NONE SPECIFIED,82000,poc,female,10+,New York,"assigning, editing, writing, management"
Senior editor,NONE SPECIFIED,73000,white,female,7,New York,"Assigning/editing features, reported pieces, and essays"
Senior editor,NONE SPECIFIED,75000,white,female,10,New York,"Assigning/editing news, features, and some managing roles."
Senior Editor,NONE SPECIFIED,125000,poc,female,8,New York,"commission, assign and edit pieces, pitch stories"
Senior Editor,NONE SPECIFIED,106000,white,male,8,New York,edit breaking news and features across coverage areas
senior editor,NONE SPECIFIED,75000,white,female,4,New York,Editing features and FOB section
Senior editor,NONE SPECIFIED,90000,white,female,5,New York,Editing features and FOB section
senior editor,NONE SPECIFIED,73000,noanswer,male,6,New York,features and FOB
Senior Editor,NONE SPECIFIED,77000,noanswer,female,15,New York,"manages editorial assigning, editing, and production of 80+ special issues inclusive of third party and internal brands"
Senior Editor,NONE SPECIFIED,92500,poc,male,9,New York,"Reviews, event coverage, analysis"
Senior Editor,NONE SPECIFIED,85000,poc,female,8,New York,Tentpole planning / Features (editing/writing) / Building out and maintaining freelance roster
Senior Editor,NONE SPECIFIED,80000,white,female,4.5,New York,"Write, edit, manage interns, brainstorm & execute video series, branded content"
Senior Editor,NONE SPECIFIED,88000,asian,female,5,New York,
Senior Editor,NONE SPECIFIED,80000,white,female,7,New York,
Senior Editor,NONE SPECIFIED,68000,white,female,9.5,New York,
Senior Editor,NONE SPECIFIED,70000,poc,female,10,New York,
Senior Editor,CondeNast,60000,noanswer,male,15,"Washington, DC",
Senior editor,NONE SPECIFIED,135000,asian,female,10,"Washington, DC",Ran a digital team
Senior Editor and Writer,NONE SPECIFIED,140000,noanswer,male,15,New York,Writing and producing a conference
"Senior Editor, Design and Delivery",NONE SPECIFIED,110000,white,male,15,Chicago,"Digital strategy; software architecture; data analysis, reporting + visualization"
Senior Editor/Reporter,NONE SPECIFIED,70000,white,female,6,"Washington, DC","writing at least two stories a day across multiple beats, writing monthly magazine story, editing daily and monthly content, some web publishing"
Senior Fashion Editor,Hearst,61000,white,female,5,New York,Everything
Senior Food Editor,NONE SPECIFIED,78600,asian,female,8,New York,"assign and edit features including covers, work with multiple teams to conceptualize and execute packages"
Senior Managing Editor,NONE SPECIFIED,130000,white,male,20,New York,"Manage ~5 direct reports, editorial planning, feature writing and editing, media appearances,  traffic analysis."
Senior News Writer,Amazon (Subsidiary),50000,white,male,3,Los Angeles,"Write long-format, digital entertainment news stories primarily for Youtube. (I also run their social media accounts but that is not part of my job title, compensation)"
senior online producer,NONE SPECIFIED,80000,white,female,15,Los Angeles,"reporting and writing stories, overseeing a vertical on the radio station's site, assigning stories, editing stories, managing editorial calendar and budget, helping turn online stories to broadcast ones and broadcast stories into online stores, occasionally appearing on air, occasionally covering broadcast news."
Senior Photo Editor,NONE SPECIFIED,77475,white,female,7 not counting freelance work in college,New York,"-Scheduling, producing, and photographing near-daily shoots. Retouching all my photos as well as any from freelancers or writers.
-Assigning shoots upcoming guides and blogs for the photo team and handling any last minute photo needs to meet deadline and insure quality.
-Collaborating with the Photo Director on defining our ongoing approach to creating a distinctly ""Wirecutter"" visual identity, as well as maintaining an ongoing relationship with the social team to have that reach across platforms.
-Working closely with ops to insure products and props get where they need to be for shoots as well occasional location scouting and negotiating."
Senior Photo Editor,NONE SPECIFIED,100000,hispanic,male,10,New York,
Senior Political Editor,NONE SPECIFIED,75000,black,female,6,Los Angeles,I do EVERYTHING
Senior Producer,NONE SPECIFIED,113000,white,female,10,"Washington, DC",
Senior Producer,NONE SPECIFIED,80000,noanswer,male,8,Los Angeles,"Produce television segments for live, daily TV show"
Senior Producer,NONE SPECIFIED,83000,white,male,8,New York,
Senior Producer,NONE SPECIFIED,123000,white,female,12,New York,"lead teams, produce stories, develop projects, interact with clients"
Senior Producer,NONE SPECIFIED,115000,noanswer,male,11,New York,"Pitch, research, interview, write, shoot, edit medium-length documentary pieces"
Senior Producer,NONE SPECIFIED,100000,white,noanswer,7,New York,Produce/script/research/book/direct
Senior Producer,NONE SPECIFIED,100000,white,male,5,"Washington, DC",daily operations for a news show
Senior Producer,NONE SPECIFIED,71000,white,female,10,"Washington, DC","Social media management/strategy, audience development, writing stories"
Senior Publicist,PenguinRandomHouse,61000,white,female,5,New York,
Senior Publicist,NONE SPECIFIED,66000,noanswer,noanswer,8,New York,
senior reporter,NONE SPECIFIED,95000,white,male,9,"Washington, DC",Beat reporting / writing stories and features.
Senior Reporter,NONE SPECIFIED,80620,white,female,10,Los Angeles,Reporter in a public radio newsroom
Senior Reporter,NONE SPECIFIED,90000,white,male,20,New York,Feature story writer
senior reporter,NONE SPECIFIED,82000,white,female,5,New York,write 5 articles a week/bimonthly reported features
Senior Reporter,NONE SPECIFIED,72000,white,male,6,New York,
Senior Reporter,Consumer Reports,47500,poc,male,8,New York,"reporting, writing, some editing"
Senior Reporter,NONE SPECIFIED,73000,white,female,7,New York,"Writing 4 daily news posts for the site, editing stories, managing junior reporters, occasionally writing for print"
Senior Reporter,NONE SPECIFIED,75000,poc,male,5,New York,"Investigative reporting, breaking news"
Senior Reporter,NONE SPECIFIED,80000,white,male,7,New York,"Write daily reported beat stories, and longer features."
Senior Reporter,NONE SPECIFIED,105000,white,female,10,New York,"write news, reported features."
Senior Reporter,Informa Business Intelligence,58000,white,female,18,"Washington, DC",
Senior Reporter and Editor,NONE SPECIFIED,115000,black,male,7,New York,MANY
Senior reporter/Editor,Chicago Tribune,62000,black,female,9,Chicago,I split my time between editing on the Metro desk and education reporting
Senior Social Manager,NONE SPECIFIED,75000,white,male,,New York,
Senior Social Media Manager,NONE SPECIFIED,77000,white,female,12,New York,"Social media/audience strategy, analytics, reporting, partnerships, events. Produce all social media content for advertisers. 1 direct report."
Senior Social Producer,NONE SPECIFIED,85000,white,female,8,New York,"Global Social Strategy, Managing Social Accounts, Writing, Producing Content."
Senior Social Strategist,NONE SPECIFIED,85000,white,male,4,Los Angeles,new business development and media strategy
Senior Staff Writer,Vox,45450,poc,male,7+ years,Boston,Product reviews and photography
Senior Staff Writer,Medium,49000,noanswer,noanswer,5+ years,Boston,"testing, writing, editing"
Senior Staff Writer,NONE SPECIFIED,80000,white,female,8,New York,"daily blogging, features reporting"
Senior Staff Writer,NONE SPECIFIED,70000,black,noanswer,4,New York,Writing a few blog posts a day and a desire to do bigger features but that never quite materialized.
Senior Staff Writer,NONE SPECIFIED,80500,mixed,female,14,New York,"writing, editing, on camera talent, photo styling, script writing, video producing, interior design, product testing, mentoring"
Senior Staff Writer,NONE SPECIFIED,79000,white,male,"5+ years at WC, 3+ years in related work",New York,
Senior Video Producer,Viacom,50000,white,male,10+ years,Boston,"Shooting, editing, posting and managing video library and equipment"
Senior Video Producer,NONE SPECIFIED,93000,white,male,9,New York,"Oversee digital video department. Ideate strategy, produce in the field and oversee post production. Pitch and execute videos. Act as camera operator, producer, writer and direct in the field. Edit videos and create graphics packages. Lead campaigns for editorial sponsorship opportunities and respond to RFPs from advertising agencies."
Senior Video Producer,NONE SPECIFIED,65000,noanswer,noanswer,8+ years experience,New York,
Senior Visuals Editor,NONE SPECIFIED,80000,white,male,14,New York,Researching and licensing images for multiple titles and projects. Liaising with photographers agents and studios.  Understanding and making decisions regarding copyright. Managing monthly/project budgets. Misc. data admin and file management. Training and leading new members of the team.
Senior Writer,NBC_News,180000,white,female,40,New York,Doing it all - solo specialist writer also editing and reporting for a digital news vertical and for TV
Senior Writer,NONE SPECIFIED,110000,white,male,7,New York,"Reporting, writing. Mix of quick turnaround stories and features."
Senior writer,NONE SPECIFIED,75000,white,female,5,New York,"Daily blogs, pitch 3+ longer lead/reported pieces per week, produce 1-3 longer lead pieces per week, occasionally work on feature stories"
Senior Writer,NONE SPECIFIED,100000,white,male,5,New York,"Features and investigative work, some shorter turnaround reporting"
senior writer,NONE SPECIFIED,100000,white,female,9,New York,report news and features
senior writer,NONE SPECIFIED,95000,asian,female,10,New York,"reporting, video"
Senior writer,Nonprofit science news,57000,white,male,5,"Washington, DC",Monthly features
Senior Writer,NONE SPECIFIED,89000,white,female,12,"Washington, DC",Print reporting
Senior Writer,NONE SPECIFIED,80000,noanswer,male,11,"Washington, DC","Print reporting, some broadcast, a little editing"
Sex & Relationships Editor,Cosmopolitan,60000,asian,female,5,New York,"Write digital posts daily, write and edit in two sections of in-book magazine"
Show Producer,NONE SPECIFIED,78000,white,male,6,San Francisco,"Create ideas for pre/postgame shows, stack rundown, manage production/technical crew/talent, booth shows, produce feature stories, produce/edit news updates and local sports segments"
Site director,NONE SPECIFIED,130000,white,female,12,New York,Oversee digital editorial for two HDM brands
Social Manager,,76000,white,female,4,New York,"Planning/executing/reporting on paid social media campaigns
Managing social media marketing budget
Some social analytics
Some copywriting"
Social media,,75000,poc,male,4,"Washington, DC",Social and breaking news
Social Media Director,NewYorkTimes,50000,white,male,3,Boston,Manage social publications and some digital story assigning
Social Media Editor,Cosmopolitan,58500,white,female,3,New York,"I manage facebook, twitter, flipboard, and apple news platforms, assist with YouTube strategy, Instagram (but I build all of the Instagram Stories), I'm responsible for bringing in social traffic, making reports, working cross-functionally with design, video, edit, branded content, and a centralized analytics / strategy team."
Social Media Editor,,75000,black,male,12,New York,"Advise the editorial teams of 4 online publications/brands on social media best practices, strategies; Track/report growth on platforms for each brand; Attend events with edit teams to help build out coverage on platforms; Cover events on Twitter during live presentations; Advise video team on projects for YouTube and Instagram"
social media editor,G_O_Media,64000,white,female,3,New York,manages all social for a large site multiple distinct verticals
Social Media Editor,Meredith,62500,white,female,3,New York,"-Run social channels (FB/TW/IG/Pinterest)
-Pitch emerging platforms (Smartnews, Flipboard, Apple News)
-Run social video strategy
-Work award shows and off hours events
-Manage weekend/morning editors on social platforms
-Be online during off hours for breaking news
-Break features and print magazine content on social channels"
Social Media Editor,WallStreetJournal,65000,asian,female,6,New York,"Maintain off-platform channels, graphic design, conduct studies on performance"
Social Media Editor,Meredith,60000,white,female,5,New York,Manage daily programming of brand's social channels.
Social Media Editor,G_O_Media,64000,white,male,4,New York,"Manage posting across multiple social channels, newsletter organization"
social media editor,Verizon Media Group,44000,white,na,2,New York,"posting to accounts, producing instagram stories, live coverage, working with reporters, etc."
Social Media Manager,NewYorkTimes,51000,white,female,13,Chicago,"Community management, content management, budgeting and management of paid content, editorial calendars, day-to-day posting, blogging, video script composition, graphic design, news judgement, copy editing, social media strategy, light video editing, analytics reporting, video production..."
Social Media Manager,,74000,white,female,4,New York,
Social Media Manager,WallStreetJournal,53000,black,female,2,"Washington, DC","Manages content and strategy for three social media accounts, works with writers on social copy and visual elements to accompany stories, tracks website and analytics, leads special projects and creates all video content. Edits daily articles and writes 1-4 stories a week."
Social Media Producer,,65300,poc,male,8,"Washington, DC","Writing/scheduling social media posts, creating social media plans for projects"
Social Media Producer,WashingtonPost,60000,black,female,1.5,"Washington, DC","scheduling and managing accounts, news-gathering and breaking news"
Social media producer,Higher ed alumni magazine,6700,white,female,8,"Washington, DC",Managing social accounts
Social Media Producer,,68500,poc,male,4,"Washington, DC","Writing/scheduling social media posts, creating social media plans for projects"
Social Media Specialist,Think Tank,58800,african,female,10,"Washington, DC","Everything media management - social media, digital toolkits, shareholder and corporate communications, strategic planning and marketing - all the goods."
Social Media Strategist,NPR,60000,white,female,2,"Washington, DC","Manage social media channels on several platforms, including writing copy, community management, visual asset curation, and inbox response. Work with interns. Assist with art direction. Attend live events - capture content, engage community IRL, live post."
Social News Producer,CNBC,63000,white,female,3,New York,
Sports editor,WashingtonPost,58000,white,female,8,"Washington, DC",Put out a sports section; not a people manager
Sr. Digital Editor,Hearst,65000,white,female,8,New York,"Brainstorming, assigning, and editing content for the website. Managing website's social media pages. Developing content and social media strategies. Optimizing content for search."
Sr. Graphic Designer,,113000,black,female,8,New York,"Art director and designer for on-air animation, off-air promotional ads, concept pitches, & production shoots for varying network tv shows."
Sr. Video Producer,,110000,noanswer,female,10,New York,"Shoot, Edit, Produce"
Sr. Visual Editor,,150000,white,male,13,New York,Driving visual coverage and storytelling for a section of the newsroom
Staff Editor,Future plc company,57500,white,female,8,Los Angeles,"Copyediting all articles and making sure they adhere to style and formatting guidelines, running the small team of editors we have, working to fix our editing process structurally, helping with coverage, writing where needed"
Staff Editor,WallStreetJournal,116000,white,female,13,New York,Assign and edit all articles in a section.
Staff Editor,,103000,black,female,3,New York,"assign, edit and (sometimes) write articles"
Staff editor,,125000,white,male,20,New York,Assigning and editing opinion articles
Staff editor,,77000,white,female,4,New York,deputy editor of a section
Staff photographer,,105000,white,male,20,New York,Create visuals
Staff Report,,120000,white,male,3,New York,Reporting on my beat
Staff Reporter,LAW.com,56000,white,male,4,New York,reporting on news (quick turn) and enterprise stories (lightly sourced 400 word posts up to in depth data and HUMINT reporting) in the legal industry
Staff reporter,,103000,white,female,3,New York,Reporting breaking news and enterprise
Staff Reporter,VICEMedia,35000,poc,female,2,New York,"Write, research, report; take photos for print quality; attend meetings, protests, hearings; manage social media; other editorial duties as needed"
Staff reporter,WallStreetJournal,50500,white,female,4,San Francisco,"Reporting features, writing online stories, research for net worth lists"
Staff Writer,,45000,white,female,3,Boston,Report and write articles and daily newsletter. Edit articles. Write and edit social media copy. Manage interns. Field internship candidates. Speak at events and moderate panels.
Staff Writer,,66000,asian,female,2,New York,"Write 3-6 articles/wk on my beat, including blogs, longer investigations, scoops, podcasts"
Staff Writer,Genius,60000,asian,male,4.5,New York,
Staff Writer,Industry Dive,43000,white,female,5,Chicago,"long-form investigations and features, weekly shorter news stories"
staff writer,,77000,white,female,6,"Washington, DC","reporting, writing, aggregation"
staff writer,,93000,poc,female,14,"Washington, DC",writing
Staff writer,,150000,poc,male,13,"Washington, DC",
Staff Writer,,85000,poc,female,7 years experience,Los Angeles,"writing, editing"
Staff writer,,68000,latina,female,5,New York,"1-2 daily blogs, with weekly reported pieces and a couple proper features a month"
staff writer,,95000,white,female,8,New York,reporting and writing
Staff writer,Refinery29,63000,white,noanswer,5,New York,Write and pitch mostly search-driven stories
Staff Writer,Refinery29,58500,white,female,6,New York,Write both shortform & longform pieces
Staff Writer,Group Nine Media / Thrillist,58000,white,female,1,New York,Writing / pitching
Staff Writer,Gear Patrol,65000,white,male,3,New York,"Ideate, pitch, write 5-8 stories per week for online; ideate, pitch, write for quarterly print magazine; manage and edit small stable of freelancers; act as on-camera personality;"
Staff writer,G_O_Media,65000,black,female,6,New York,"Reporting, writing, researching, blogging"
Staff Writer,,70000,white,female,3.5,New York,"Research, testing, writing"
Staff Writer,Refinery29,60000,hispanic,na,4,New York,"writing a mix of short news hits, features, service pieces, around 2 stories a day."
Staff writer,Refinery29,60000,white,female,1.5,New York,"writing news stories & features, researching"
staff writer,new york media,56000,black,female,5,New York,"news posts, longer stories, weekly listicles"
Staff writer,,66000,white,noanswer,9,New York,"Writing, editing, product testing, video producing, set decorating, script writing and producing, on camera work, interior design"
Staff Writer,,87000,white,female,5,New York,Blogging + reported features for web and print
Staff writer,G_O_Media,65000,white,female,10,New York,"reporting, researching, writing"
Staff Writer,G_O_Media,58000,black,female,3,New York,"2-3 daily blogs/news post, plus longer reported features"
staff writer,NBC_News,50000,white,female,3,New York,3-6 posts per day plus enterprise features
Staff Writer,NewYorkTimes,52000,white,male,2+ years at VICE,New York,"Daily blogging, feature writing, short-to-midlength takes"
Staff Writer,,68000,white,male,4,New York,Daily blogs plus reported features
Staff Writer,The New Food Economy,65000,white,male,4,New York,News and feature writing
staff writer,Hearst (Lifestyle Group),62000,white,female,10,New York,"pitch, report, and write stories for both print and digital."
Staff Writer,,75000,asian,female,4,New York,"pitching, researching, reporting, writing, pulling art, building stories (news stories, reported essays, longer features, cover stories, etc.)"
Staff Writer,,75000,white,female,3,New York,reporting
Staff Writer,Culture Trip,58000,noanswer,female,3,New York,"reporting, editing, copyediting, picture research, lead editorial franchises & travel for on-site reporting"
Staff Writer,,85000,white,male,13,New York,"Reporting, writing, video and podcast appearances, some video writing"
Staff Writer,CondeNast,35000,white,male,1,New York,"Write up breaking news/SEO-generated stories, report on gaming and esports. Occasionally edit stories, research Google trends, organize dept. charity work. brainstorm for RFPs."
Staff writer,Wirecutter,60000,white,female,3 years,New York,"write, test, research"
Staff Writer,,70000,hispanic,male,5+ years FT,New York,
Staff Writer,VoxMedia,60000,poc,female,3,New York,
Staff Writer,Slate,57600,white,female,5,New York,
Staff Writer,,71000,white,female,6,New York,
Staff Writer,,80000,white,male,6,New York,
Staff writer,,95000,poc,na,5,San Francisco,Weekly features
Staff writer,,103000,white,female,40,"Washington, DC","Report, write stories"
Staff Writer,Wirecutter,36000,poc,female,3,"Washington, DC","Writing, research, editing stories"
Staff Writer,AdvanceLocal,41000,white,male,6,"Washington, DC","writing, researching, editing, some aggregation"
Staff Writer,,95000,white,female,8,"Washington, DC",Report and write stories
Staff writer,The Hill newspaper,58000,white,female,,"Washington, DC",
Staff Writer,,90000,poc,male,7,"Washington, DC",Beat reporting and writing for news and features.
Staff Writer,,116000,white,male,11,"Washington, DC",covering the news
Staff Writer 2,,67000,black,female,8,New York,"For starters, writing daily posts for BuzzFeed.com (not News), tracking post traffic and iterating on ""successes,"" developing new methods of creating ""viral"" content, producing and starring in videos, producing and publishing art projects, creating branded and sponsored content, brainstorming editorial, branded, and sponsored strategy for vertical, participating in and/or leading tent pole projects and sprints across different teams..."
Staff Writer/Associate Editor,NBC_Universal,48000,white,na,1,"Washington, DC",Writing/Reporting/Editing
Story Editor,,87980,poc,female,2.5,"Washington, DC","Assigning and editing stories (including developmental and line edits), primarily responsible for two reporters on my team"
Superivisng Producer,,95000,white,female,5,New York,"overseeing a team of associate producers and producers to ensure videos are up to ethical standards, being delivered on time, and shoots are happening on schedule"
Supervising Producer,,143000,noanswer,female,10,Los Angeles,
Supervising Producer,,77000,black,female,8,New York,"Editorial lead of a social platform 
Manage 6 accounts
Used to manage multiple platforms when I first started (FB + TW + IG and multiple accounts at its height)
Wrote + delivered insight reports 
Schedule, publish, copyedit, assign edits for videos + stills
Covered protests + live events + breaking news
Wrote op-eds + produced pieces
Edited scripts once a week
Produce shoots in studio + field
Interviews + research
Showrunner of a social show with editorial sponsor"
Supervising Producer,,75000,noanswer,female,6,New York,"Manager of video team, Producer,"
Temporary Producer - Social media desk,Meredith,45000,white,male,1,"Washington, DC",
Updates Writer,Bloomberg,50000,white,female,3,New York,"Implement requested updates/changes by editors and writers; utilize editorial discretion with requested changes, editing content for style/grammar/context; create requested updates, writing sections in guides based on given information; edit guides and lists from top to bottom, ensuring all elements of the guide are up-to-date, correct and working; partner with editors and writers in certain beats to work on testing and writing to gain experience; prove yourself with side projects; load any changes and text into the CMS; work cross-departmentally and cross-beats to be the generalists of all things Wirecutter."
Vertical Managing Editor,NewYorkMagazine,65000,white,female,4,New York,
Video Editor,,149000,white,male,10,New York,Video editing for broadcast.
Video Editor,,75000,white,male,6,New York,"video producing, editing, camera, scripting"
Video Editor / Motion Designer,A biotech company,50000,white,male,4,Los Angeles,"Sole Video Editor for startup company, edit and create motion graphics for TV shows, social media and commercial. Edit 2-5 videos a day depending on content"
Video editor and motion graphics,,165000,white,female,20,"Washington, DC","Working on site or remote, I edit, do motion graphics and color grade. Often act as a producer editor. Political spots, non-profits, NGOs, scientific content. Almost all short form."
Video Journalist,WallStreetJournal,76000,white,female,6,New York,"Video editing, reporting, scripting, motion graphics"
Video journalist/editor,,75000,poc,female,8,"Washington, DC","Edit, shoot, write, voice overs, hold down the fort b/c managers can't edit video"
Video Producer,,83000,poc,female,7,New York,"Pitching, researching, reporting video news stories. Editing video and occasional filming."
Video Producer,,90000,poc,female,8,New York,"shoot/produce/report/edit videos for enterprise/feature stories, both field and studio production"
Video Producer,,75000,white,male,8,New York,"Created Motion Graphics Package, Created Project and Data Workflow, Pitch Videos, Edit, & Shoot Camera"
Video Producer,,75000,poc,female,3,New York,"pitch, shoot, edit, and create motion graphics for videos"
Video Producer,,95000,white,female,7,New York,"story pitching, producing, shooting, editing"
Video Producer,,67000,hispanic,female,2.5,New York,
Video Producer,Self-employed,53000,noanswer,noanswer,4,San Francisco,Shoot & edit promotional video content for a power five university’s athletic program
Video Producer,,72000,noanswer,female,5,"Washington, DC","scripting, reporting, and producing short form digital documentaries with a photographer/video editor."
Video Producer/Editor,,78000,white,male,10,New York,Editing and posting web videos to websites and social media
Video Producer/Editor,,80000,white,female,5,New York,"Produce, Shoot and Edit Videos"
Video Senior Producer,The Onion,65000,white,male,5,Chicago,"Produce, direct, oversee video production for publications"
Viral news editor,,76000,asian,female,9,New York,"Audience engagement, social media publishing, social media discovery, managing desktop/mobile/app homepage, packaging stories for web presentation (including SEO), consulting on all things digital"
visuals editor,small non-profit publication,60000,white,male,6,New York,"edit photo essays, short documentary videos, some writing and program management,"
Visuals journalist,CNN (Great Big Story),47250,white,female,2.5,New York,Creating/updating the site's photo galleries
web producer,VICEMedia,46800,white,female,2,Boston,"Manage/layout homepage, write social media posts and breaking news alerts, report breaking news, pull wire coverage on national/international news, write up short ""buzzy"" stories, produce stories for the web, ensure metadata is correct for various newsletters."
Web Producer,Reuters,50000,white,female,2,New York,"edit and produce, assign stories to freelancers, write for online and print"
web producer,The Globe and Mail,54800,noanswer,female,6,"Washington, DC","write all website content, oversee live streams, write breaking news updates, source/choose photos"
Writer,Meredith,64000,noanswer,male,3,Los Angeles,
Writer,,77500,white,female,2,New York,"Break news, research, write stories"
Writer,,88000,white,male,5,New York,"Writer, segment producer, occasional field producer for breaking news and special events"
Writer,,72000,poc,female,2,New York,"Writing, editing, fact-checking"
Writer,Non-profit_misc,60000,poc,female,2,New York,
Writer/Editor,Hearst,40000,noanswer,male,19,New York,"Feature writing, reporting, editing for various outlets"
Writer/Editor,,86000,white,female,20,San Francisco,"Writing, editing news and feature stories, etc."
Writing Fellow,Disney,37500,white,noanswer,2,New York,"Social media managing, analytics reporting // video editing, producing, scripting // writing for online // audio producing, editing, scripting //"
